movie_type,title,original_title,movie_genre,rating,launch_date,description,movie_link,movie_image_link,movie_status
2,The Gentlemen,The Gentlemen,1,7.8,,,https://www.imdb.com/title/tt8367814/,,2
1,House of Ninjas,Shinobi no Ie: House of Ninjas,1,7.2,,,https://www.imdb.com/title/tt22012992/,,2
1,Shōgun,Shôgun,2,9.2,,,https://www.imdb.com/title/tt2788316/,,2
2,Trauma,Trauma,13,4.8,,,https://www.imdb.com/title/tt6705640/,,1
2,Zeitgeist,Zeitgeist,7,8.1,,,https://www.imdb.com/title/tt1166827/,,2
2,Shattered,Shattered,21,5.0,,,https://www.imdb.com/title/tt14923008/,,1
2,El cadáver de Anna Fritz,El cadáver de Anna Fritz,13,5.9,,,https://www.imdb.com/title/tt4441280/,,1
2,V/H/S,V/H/S,13,5.8,,,https://www.imdb.com/title/tt2105044/?ref_=fn_al_tt_1,,1
2,V/H/S/85,V/H/S/85,13,5.6,,,https://www.imdb.com/title/tt22640398/?ref_=fn_al_tt_2,,2
2,V/H/S/2,V/H/S/2,13,6.0,,,https://www.imdb.com/title/tt2450186/?ref_=fn_al_tt_3,,1
2,V/H/S/94,V/H/S/94,13,5.5,,,https://www.imdb.com/title/tt14867006/?ref_=fn_al_tt_4,,1
2,V/H/S/99,V/H/S/99,13,5.1,,,https://www.imdb.com/title/tt21651560/?ref_=fn_al_tt_5,,1
2,Deadgirl,Deadgirl,13,5.5,,,https://www.imdb.com/title/tt0896534/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_DEADGIRL,,1
2,Compliance,Supunere,6,6.4,,,https://www.imdb.com/title/tt1971352/,,1
2,The Girl Next Door,The Girl Next Door,6,6.5,,,https://www.imdb.com/title/tt0830558/,,1
2,You're Next,You're Next,21,6.6,2011-08-23,"<p><span style=""color:hsl(0, 0%, 0%);"">In an attempt to mend their broken family ties, Aubrey and Paul Davison decide to celebrate their wedding anniversary by inviting family members to their weekend estate. The celebration gets off to a rocky start when mysterious assailants wearing animal masks suddenly attack the house.</span></p>",https://www.imdb.com/title/tt1853739/,,1
2,Experimentul Belko,The Belko Experiment,13,6.2,2017-03-17,"<p><span style=""color:hsl(0,0%,0%);"">Mike Milch, an employee of Belko Industries, while driving to work is stopped by street vendors selling ""lucky"" handmade dolls. Barry Norris, also of Belko Industries, arrives at the remote office building in rural Bogotá, Colombia, to find unfamiliar security guards turning away the local Colombian staff at the gate. New employee Dany Wilkins reports for her first day on the job and is told that a tracking device is implanted in the base of every Belko employee's skull in case they are kidnapped. This is explained as being common in Colombia due to the high incidences of kidnapping.</span></p>",https://www.imdb.com/title/tt1082807/,,1
2,Men,Men,21,6.1,2022-06-01,"<p><span style=""color:hsl(0, 0%, 0%);"">Seeking refuge and solace after a horrifying loss, traumatised Harper flees London and holes up in a secluded manor in the idyllic English countryside. But healing, like change, takes time. And, haunted by painful memories and unbearable guilt, Harper thirsts for redemption. However, a brief exploration of the lush local landscapes reveals strange happenings as uncomfortable encounters thwart Harper's ambitious plans to bounce back. As a result, irremediable grief turns into a sinister undercurrent of malaise, and soon, sheer dread takes over. Now there's nowhere to hide. Can the slow, transformative process of repair in mind, body, and soul become an inescapable nightmare?</span></p>",https://www.imdb.com/title/tt13841850/,,1
2,Excizie,Excision,21,6.1,2012-11-02,"<p><span style=""color:hsl(0,0%,0%);"">18-year-old Pauline lives with her family, including younger sister Grace who has Cystic Fibrosis. Pauline has delusions of being a great surgeon, and she also has some horrific dreams that she actually finds ""stimulating,"" to say the least. Her family puts up with her delusions, and her school classmates find her annoying. As this is all happening around her, she has a plan that will leave them all shocked--and some of them may not survive.</span></p>",https://www.imdb.com/title/tt1984153/,,1
2,Ritualul,The Ritual,13,6.3,2017-10-11,"<p><span style=""background-color:rgb(250,250,250);color:rgba(0,0,0,0.87);"">A group of friends reunite after a long time to plan a vacation. They finally decide to go on a hiking trip in Sweden, Northern Europe. When one of them is injured, they have no choice but to cut through the forest in order to arrive at the lodge a couple of hours sooner. During a raging rainstorm, they spent the night in a spooky, abandoned house. What awaits them are things they never expect out of this supposedly bonding trip.</span></p>",https://www.imdb.com/title/tt5638642/,,1
2,Caveat,Caveat,13,5.9,2020-06-05,"<p><span style=""color:hsl(0, 0%, 0%);"">A lone drifter suffering from partial memory loss accepts a job to look after a psychologically troubled woman in an abandoned house on an isolated island.</span></p>",https://www.imdb.com/title/tt7917178/,,1
2,Toți cei care mă vor mort,Those Who Wish Me Dead,1,6.0,2021-05-05,"<p><span style=""color:hsl(0, 0%, 0%);"">A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.</span></p>",https://www.imdb.com/title/tt3215824/,,2
1,Mare of Easttown,Mare of Easttown,6,8.4,2021-04-18,"<p><span style=""color:hsl(0, 0%, 0%);"">A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.</span></p>",https://www.imdb.com/title/tt10155688/,,2
2,Crima din Wind River,Wind River,6,7.7,2017-01-21,"<p><span style=""color:hsl(0, 0%, 0%);"">A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.</span></p>",https://www.imdb.com/title/tt5362988/,,2
2,Percy Jackson: Marea monştrilor,Percy Jackson: Sea of Monsters,2,5.7,2013-08-07,"<p><span style=""color:hsl(0, 0%, 0%);"">In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.</span></p>",https://www.imdb.com/title/tt1854564/,,2
2,Mama,Mama,21,6.2,2013-01-08,"<p><span style=""color:hsl(0, 0%, 0%);"">After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.</span></p>",https://www.imdb.com/title/tt2023587/,,2
1,American Primeval,American Primeval,1,0.0,,"<p><span style=""color:hsl(0, 0%, 0%);"">It follows the gritty and adventurous exploration of the birth of the American West, the violent collisions of cults, religion, and men and women fighting for control of the new world.</span></p>",https://www.imdb.com/title/tt24069848/,,2
2,The Endless,The Endless,8,6.5,2017-04-21,"<p><span style=""color:hsl(0, 0%, 0%);"">As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.</span></p>",https://www.imdb.com/title/tt3986820/,,2
2,Annabelle Comes Home,Annabelle Comes Home,13,5.9,2019-06-17,"<p><span style=""color:hsl(0, 0%, 0%);"">While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.</span></p>",https://www.imdb.com/title/tt8350360/,,1
2,The Real Blair Witch,The Real Blair Witch,13,6.8,2003-04-15,"<p><span style=""color:hsl(0, 0%, 0%);"">A group of teenagers from Flint, Michigan filmed themselves kidnapping and terrorizing a new acquaintance, before taking her out to a woods and dumping her in a shallow grave. They then taunted their terrified and blindfolded victim asking if she had any last requests before they cut her throat. But was the kidnap real or just a game? Three days later the tape was in the hands of the police and the 5 teenager friends were in custody facing life imprisonment. This program talks to the people at the heart of this story - including two of the defendants - in an attempt to understand what really happened in the woods around Flint last year. It also screens the video of the 'abduction'. What is revealed is an extraordinary and disturbing record of a night when something went terribly, terribly wrong.</span></p>",https://www.imdb.com/title/tt0472599/,,1
3,The Blair Witch Mountain Project,The Blair Witch Mountain Project,19,5.9,2002-01-13,"<p><span style=""color:hsl(0, 0%, 0%);"">An intrepid journalist tries to track down Tia and Tony, the beloved alien stars of Disney's 1975 film ""Escape to Witch Mountain"" and its 1978 sequel ""Return from Witch Mountain"".</span></p>",https://www.imdb.com/title/tt0381920/,,2
2,Blair Witch,Blair Witch,13,5.0,2016-07-22,"<p><span style=""color:hsl(0, 0%, 0%);"">After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.</span></p>",https://www.imdb.com/title/tt1540011/,,1
2,Shadow of the Blair Witch,Shadow of the Blair Witch,13,5.3,2000-10-22,"<p><span style=""color:hsl(0, 0%, 0%);"">In this true crime documentary, we delve into the murder spree that was the inspiration for Joe Berlinger's Book of Shadows: Blair Witch 2 (2000).</span></p>",https://www.imdb.com/title/tt0265736/,,1
2,The Blair Witch Legacy,The Blair Witch Legacy,13,4.7,2018-03-01,"<p><span style=""color:hsl(0, 0%, 0%);"">In 1999 a single movie changed the course of the horror genre forever. The Blair Witch Project was a brilliant hoax -or was it? A documentary film team heads to Burkittsville, Maryland to find out the truth behind the Blair Witch Project.</span></p>",https://www.imdb.com/title/tt7740342/,,1
2,Pe urmele tale,It Follows,13,6.8,2014-05-17,"<p><span style=""color:hsl(0, 0%, 0%);"">A young woman is followed by an unknown supernatural force after a sexual encounter.</span></p>",https://www.imdb.com/title/tt3235888/,,1
2,Paranormal Activity: Next of Kin,Paranormal Activity: Next of Kin,13,5.3,2021-10-29,"<p><span style=""color:hsl(0, 0%, 0%);"">Margot, a young woman who was abandoned by her mother as a baby, travels to a secluded Amish community with a documentary film crew seeking answers about her mother and extended family.</span></p>",https://www.imdb.com/title/tt10515988/,,1
2,Activitate paranormala: Cei insemnati,Paranormal Activity: The Marked Ones,13,5.0,2014-01-01,"<p><span style=""color:hsl(0, 0%, 0%);"">When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him.</span></p>",https://www.imdb.com/title/tt2473682/,,1
2,Orfana,Orphan,13,7.0,2009-07-21,"<p><span style=""color:hsl(0, 0%, 0%);"">A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.</span></p>",https://www.imdb.com/title/tt1148204/,,1
2,Noi,Us,13,6.8,2019-03-08,"<p><span style=""color:hsl(0, 0%, 0%);"">Adelaide Wilson and her family are attacked by mysterious figures dressed in red. Upon closer inspection, the Wilsons realize that the intruders are exact lookalikes of them.</span></p>",https://www.imdb.com/title/tt6857112/,,1
2,Fugi!,Get Out,13,7.8,2017-01-23,"<p><span style=""color:hsl(0, 0%, 0%);"">A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.</span></p>",https://www.imdb.com/title/tt5052448/,,1
2,Vrăjitoarea,The VVitch: A New-England Folktale,21,7.0,2015-01-23,"<p><span style=""color:hsl(0, 0%, 0%);"">A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.</span></p>",https://www.imdb.com/title/tt4263482/,,2
2,Domnul Glass,Glass,8,6.6,2019-01-07,"<p><span style=""color:hsl(0, 0%, 0%);"">Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.</span></p>",https://www.imdb.com/title/tt6823368/,,2
2,Hush,Hush,13,6.6,2016-03-12,"<p><span style=""color:hsl(0, 0%, 0%);"">A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.</span></p>",https://www.imdb.com/title/tt5022702/,,1
1,It,It,8,6.8,1990-11-18,"<p><span style=""color:hsl(0, 0%, 0%);"">In 1960, seven pre-teen outcasts fight an evil demon who poses as a child-killing clown. Thirty years later, they reunite to stop the demon once and for all when it returns to their hometown.</span></p>",https://www.imdb.com/title/tt0099864/,,2
2,Spring,Spring,13,6.7,2014-09-05,"<p><span style=""color:hsl(0, 0%, 0%);"">A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.</span></p>",https://www.imdb.com/title/tt3395184/,,1
2,Outlaw King,Outlaw King,4,6.9,2018-09-06,"<p><span style=""color:hsl(0, 0%, 0%);"">A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.</span></p>",https://www.imdb.com/title/tt6679794/,,2
2,Maniac,Maniac,6,6.4,1980-05-10,"<p><span style=""color:hsl(0, 0%, 0%);"">A psychopathic man goes on a killing and mutilation spree in New York City.</span></p>",https://www.imdb.com/title/tt0081114/,,2
2,Cabana din pădure,The Cabin in the Woods,13,7.0,2011-12-11,"<p><span style=""color:hsl(0, 0%, 0%);"">Five college friends head out to a remote cabin for a getaway, but things don't go as planned when they start getting killed. They soon discover that there is more to the cabin than it seems.</span></p>",https://www.imdb.com/title/tt1259521/,,1
2,The Kitchen,The Kitchen,18,4.8,2023-10-15,"<p><span style=""color:hsl(0, 0%, 0%);"">In a dystopian future London where all social housing has been eliminated, Izi and Benji fight to navigate the world as residents of The Kitchen, a community that refuses to abandon their home.</span></p>",https://www.imdb.com/title/tt4460800/,,2
2,Bastarden,Bastarden,4,7.7,2023-09-01,"<p><span style=""color:hsl(0, 0%, 0%);"">The story of Ludvig Kahlen who pursued his lifelong dream: To make the heath bring him wealth and honor.</span></p>",https://www.imdb.com/title/tt20561198/,,2
2,57 Seconds,57 Seconds,18,5.4,2023-09-29,"<p><span style=""color:hsl(0, 0%, 0%);"">When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.</span></p>",https://www.imdb.com/title/tt18083578/,,2
2,The Survivalist,The Survivalist,18,6.4,2015-04-18,"<p><span style=""color:hsl(0, 0%, 0%);"">In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.</span></p>",https://www.imdb.com/title/tt2580382/,,2
2,Extinction,Extinction,18,5.8,2015-07-18,"<p><span style=""color:hsl(0, 0%, 0%);"">And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.</span></p>",https://www.imdb.com/title/tt3467412/,,2
1,Into the Night,Into the Night,18,7.0,2020-05-01,"<p><span style=""color:hsl(0, 0%, 0%);"">When radiation from the sun causes a global disaster on Earth, survivors on an overnight flight from Brussels race from city to city trying to stay ahead of the sun's rays by remaining in the cover of night.</span></p>",https://www.imdb.com/title/tt10919486/,,2
1,Z Nation,Z Nation,1,6.7,2014-09-12,"<p><span style=""color:hsl(0, 0%, 0%);"">Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.</span></p>",https://www.imdb.com/title/tt3843168/,,2
2,Exodus: Zei si regi,Exodus: Gods and Kings,1,6.0,2014-12-03,"<p><span style=""color:hsl(0, 0%, 0%);"">The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.</span></p>",https://www.imdb.com/title/tt1528100/,,2
1,The 100,The 100,18,7.6,2014-03-19,"<p><span style=""color:hsl(0, 0%, 0%);"">Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.</span></p>",https://www.imdb.com/title/tt2661044/,,2
2,Povestea X a Americii,American History X,6,8.5,1998-07-01,"<p><span style=""color:hsl(0, 0%, 0%);"">Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.</span></p>",https://www.imdb.com/title/tt0120586/,,2
1,Dark,Dark,6,8.7,2017-09-09,"<p><span style=""color:hsl(0, 0%, 0%);"">A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.</span></p>",https://www.imdb.com/title/tt5753856/,,2
2,Labirintul: Tratament letal,Maze Runner: The Death Cure,18,6.2,2018-01-17,"<p><span style=""color:hsl(0, 0%, 0%);"">Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare"".</span></p>",https://www.imdb.com/title/tt4500922/,,2
2,Labirintul: Încercările focului,Maze Runner: The Scorch Trials,18,6.3,2015-09-01,"<p><span style=""color:hsl(0, 0%, 0%);"">After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.</span></p>",https://www.imdb.com/title/tt4046784/,,2
2,Labirintul: Evadarea,The Maze Runner,1,6.8,2014-09-11,"<p><span style=""color:hsl(0, 0%, 0%);"">Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.</span></p>",https://www.imdb.com/title/tt1790864/,,2
1,The Last Kingdom,The Last Kingdom,1,8.5,2015-10-10,"<p><span style=""color:hsl(0, 0%, 0%);"">As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright.</span></p>",https://www.imdb.com/title/tt4179452/,,2
2,Nunta pe bani,Nunta pe bani,5,7.1,2023-10-10,"<p><span style=""color:hsl(0, 0%, 0%);"">Mircea hates weddings. Everyone finds out when, after attending yet another wedding out of obligation, he makes a controversial Facebook post that goes viral.</span></p>",https://www.imdb.com/title/tt29475628/,,2
2,Take Shelter,Take Shelter,8,7.3,2011-01-24,"<p><span style=""color:hsl(0, 0%, 0%);"">Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself</span></p>",https://www.imdb.com/title/tt1675192/,,2
2,Vremuri întunecate,The Darkest Hour,1,4.9,2011-12-22,"<p><span style=""color:hsl(0, 0%, 0%);"">In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.</span></p>",https://www.imdb.com/title/tt1093357/,,2
2,Vanatoarea de vampiri,Stake Land,13,6.4,2010-09-17,"<p><span style=""color:hsl(0, 0%, 0%);"">In a world of vampires, an expert vampire hunter and his young protégé travel toward sanctuary.</span></p>",https://www.imdb.com/title/tt1464580/,,1
2,Haeundae,Haeundae,1,5.5,2009-07-22,"<p><span style=""color:hsl(0, 0%, 0%);"">A woman named Yeon-hee (Ha Ji-won) lives in Busan with her boyfriend Man-sik (Sol Kyung-gu) near Haeundae Beach. But, when they find out a tsunami will hit the city, They realize they only have 10 minutes to escape!</span></p>",https://www.imdb.com/title/tt1153040/,,2
2,The Rover,The Rover,18,6.4,2014-05-18,"<p><span style=""color:hsl(0, 0%, 0%);"">10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey.</span></p>",https://www.imdb.com/title/tt2345737/,,2
2,The Day,The Day,18,5.2,2011-09-16,"<p><span style=""color:hsl(0, 0%, 0%);"">A group of five people working to stay alive in a post-apocalyptic future discover what they think is a safe, abandoned farmhouse, but they soon find themselves fighting to stay alive as a gang of bloodthirsty predators attack.</span></p>",https://www.imdb.com/title/tt1756799/,,2
2,The Colony,The Colony,1,5.3,2013-04-26,"<p><span style=""color:hsl(0, 0%, 0%);"">Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.</span></p>",https://www.imdb.com/title/tt1160996/,,2
2,Alb orbitor,Blindness,16,6.5,2008-05-14,"<p><span style=""color:hsl(0, 0%, 0%);"">A city is ravaged by an epidemic of instant white blindness.</span></p>",https://www.imdb.com/title/tt0861689/,,2
2,Planeta Maimutelor: Revolutie,Dawn of the Planet of the Apes,1,7.6,2014-06-26,"<p><span style=""color:hsl(0, 0%, 0%);"">The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.</span></p>",https://www.imdb.com/title/tt2103281/,,2
2,Poștașul,The Postman,1,6.1,1997-12-12,"<p><span style=""color:hsl(0, 0%, 0%);"">A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.</span></p>",https://www.imdb.com/title/tt0119925/,,2
2,Lumea acvatică,Waterworld,18,6.3,1995-07-28,"<p><span style=""color:hsl(0, 0%, 0%);"">In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.</span></p>",https://www.imdb.com/title/tt0114898/,,2
2,Tărâmul morţii,Land of the Dead,13,6.2,2005-06-18,"<p><span style=""color:hsl(0, 0%, 0%);"">The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.</span></p>",https://www.imdb.com/title/tt0418819/,,1
2,Sfârșitul lumii,Doomsday,18,5.9,2008-03-14,"<p><span style=""color:hsl(0, 0%, 0%);"">A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.</span></p>",https://www.imdb.com/title/tt0483607/,,2
2,Ultimele zile ale lui Hitler,Der Untergang,4,8.2,2004-09-08,"<p><span style=""color:hsl(0, 0%, 0%);"">Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.</span></p>",https://www.imdb.com/title/tt0363163/,,2
1,Fallout,Fallout,1,0.0,2024-04-12,"<p><span style=""color:hsl(0,0%,0%);"">In a future, post-apocalyptic Los Angeles brought about by nuclear decimation, citizens must live in underground bunkers to protect themselves from radiation, mutants and bandits.</span></p>",https://www.imdb.com/title/tt12637874/,,3
1,Gambitul damei,The Queen's Gambit,8,8.5,2020-10-23,"<p><span style=""color:hsl(0, 0%, 0%);"">Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.</span></p>",https://www.imdb.com/title/tt10048342/,,2
1,Peaky Blinders,Peaky Blinders,6,8.8,2013-09-12,"<p><span style=""color:hsl(0, 0%, 0%);"">A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.</span></p>",https://www.imdb.com/title/tt2442560/,,2
